4.500 4.000 0.785
4.500 4.000 0.785
4.514 4.014 0.785
4.528 4.028 0.785
4.557 4.057 0.785
4.585 4.085 0.785
4.599 4.099 0.785
4.613 4.113 0.785
4.641 4.141 0.785
4.656 4.156 0.785
4.670 4.170 0.785
4.684 4.184 0.785
4.712 4.212 0.785
4.726 4.226 0.785
4.740 4.240 0.785
4.755 4.255 0.785
4.783 4.283 0.785
4.797 4.297 0.785
4.811 4.311 0.785
4.825 4.325 0.785
4.854 4.354 0.785
4.868 4.368 0.785
4.896 4.396 0.785
4.924 4.424 0.790
4.951 4.452 0.807
4.965 4.466 0.820
4.990 4.494 0.856
5.014 4.522 0.910
5.025 4.536 0.941
5.046 4.566 1.016
5.064 4.596 1.101
5.072 4.611 1.146
5.085 4.643 1.242
5.096 4.677 1.317
5.101 4.695 1.345
5.108 4.730 1.408
5.113 4.766 1.478
5.115 4.511 1.513
5.117 4.093 1.582
5.570 3.763 1.687
6.114 3.414 1.757
7.383 3.066 1.897
8.921 2.634 1.922
9.733 2.651 1.943
10.536 2.688 1.943
11.885 2.908 1.943
13.325 3.399 1.943
13.311 3.437 1.943
16.763 3.897 1.962
18.672 3.624 1.962
19.670 3.356 2.101
20.945 3.170 2.145
21.488 3.083 2.180
23.387 3.279 2.269
24.005 3.299 2.371
23.998 3.306 2.425
27.255 3.320 2.548
30.874 2.785 2.688
32.957 2.334 2.758
34.011 2.713 2.758
34.611 2.909 2.758
35.410 2.917 2.758
36.380 2.746 2.897
41.528 2.480 2.970
44.055 1.484 2.973
44.028 1.489 2.834
44.006 1.497 2.694
43.995 1.502 2.624
43.974 1.515 2.485
43.953 1.533 2.345
43.942 1.544 2.275
43.922 1.569 2.159
43.900 1.602 2.149
43.889 1.619 2.149
43.867 1.653 2.149
43.846 1.686 2.149
43.835 1.703 2.149
43.813 1.736 2.149
43.791 1.770 2.149
43.780 1.787 2.149
43.758 1.820 2.149
43.736 1.854 2.149
43.725 1.870 2.149
43.703 1.904 2.149
43.682 1.937 2.149
43.671 1.954 2.149
43.649 1.988 2.149
43.627 2.021 2.149
43.616 2.038 2.149
43.594 2.071 2.149
43.572 2.105 2.149
43.561 2.122 2.149
43.540 2.155 2.149
43.529 2.172 2.149
43.507 2.205 2.149
43.474 2.256 2.149
43.452 2.289 2.149
43.430 2.323 2.149
43.419 2.339 2.149
43.397 2.373 2.149
43.376 2.406 2.149
43.365 2.423 2.149
43.343 2.457 2.149
43.321 2.490 2.149
43.310 2.507 2.149
43.288 2.540 2.149
43.266 2.574 2.149
43.255 2.591 2.149
43.234 2.624 2.149
43.212 2.658 2.149
43.201 2.674 2.149
43.179 2.708 2.149
43.157 2.741 2.149
43.146 2.758 2.149
43.124 2.792 2.149
43.102 2.825 2.149
43.091 2.842 2.149
43.070 2.875 2.149
43.048 2.909 2.149
43.037 2.926 2.149
43.015 2.959 2.149
42.993 2.993 2.149
42.982 3.009 2.149
42.961 3.042 2.142
42.940 3.074 2.103
42.931 3.090 2.076
42.914 3.122 2.009
42.899 3.155 1.929
42.894 3.170 1.868
42.885 3.201 1.738
42.881 3.233 1.600
42.880 3.248 1.530
42.883 3.277 1.390
42.889 3.306 1.251
42.893 3.320 1.181
42.905 3.345 1.041
42.920 3.369 0.902
42.928 3.379 0.832
42.947 3.398 0.692
42.968 3.415 0.553
42.983 3.424 0.494
43.015 3.440 0.435
43.052 3.457 0.435
43.070 3.465 0.435
43.106 3.482 0.435
43.142 3.499 0.435
43.160 3.507 0.435
43.197 3.524 0.435
43.233 3.541 0.435
43.251 3.550 0.435
43.287 3.566 0.435
43.324 3.583 0.435
43.342 3.592 0.435
43.378 3.609 0.435
43.414 3.625 0.435
43.432 3.634 0.435
43.469 3.651 0.431
43.504 3.667 0.418
43.522 3.675 0.400
43.555 3.688 0.334
43.589 3.699 0.252
43.605 3.703 0.204
43.639 3.709 0.096
43.671 3.711 -0.032
43.687 3.711 -0.098
43.719 3.707 -0.237
43.749 3.698 -0.377
43.763 3.693 -0.447
43.792 3.678 -0.586
43.818 3.659 -0.712
43.832 3.647 -0.742
43.860 3.621 -0.773
43.889 3.593 -0.773
43.903 3.579 -0.773
43.932 3.551 -0.773
43.960 3.523 -0.773
43.975 3.509 -0.773
44.003 3.481 -0.773
44.032 3.453 -0.773
44.046 3.439 -0.773
44.075 3.411 -0.773
44.103 3.383 -0.773
44.118 3.369 -0.773
44.146 3.341 -0.773
44.175 3.313 -0.773
44.189 3.300 -0.773
44.218 3.272 -0.773
44.247 3.244 -0.773
44.261 3.230 -0.773
44.275 3.216 -0.773
44.304 3.188 -0.773
44.318 3.174 -0.773
44.333 3.160 -0.773
44.347 3.146 -0.773
44.390 3.104 -0.773
44.418 3.076 -0.773
44.447 3.048 -0.773
44.461 3.034 -0.773
44.476 3.020 -0.773
44.490 3.006 -0.773
44.519 2.978 -0.773
44.533 2.964 -0.773
44.547 2.950 -0.773
44.562 2.936 -0.773
44.590 2.909 -0.773
