4.500 4.000 0.785
4.500 4.000 0.785
4.528 4.028 0.785
4.557 4.057 0.785
4.571 4.071 0.785
4.599 4.099 0.785
4.627 4.127 0.785
4.656 4.156 0.785
4.670 4.170 0.785
4.698 4.198 0.785
4.712 4.212 0.785
4.740 4.240 0.785
4.769 4.269 0.785
4.783 4.283 0.785
4.811 4.311 0.785
4.839 4.339 0.785
4.854 4.354 0.785
4.882 4.382 0.785
4.910 4.410 0.786
4.924 4.424 0.786
4.952 4.452 0.807
4.978 4.480 0.838
4.990 4.494 0.856
5.014 4.522 0.910
5.036 4.551 0.975
5.056 4.581 1.049
5.073 4.612 1.131
5.087 4.643 1.221
5.093 4.660 1.269
5.103 4.695 1.328
5.111 4.730 1.391
5.115 4.748 1.426
5.119 4.784 1.496
5.121 4.820 1.566
5.121 4.838 1.601
5.120 4.873 1.684
5.115 4.908 1.759
5.111 4.926 1.792
5.103 4.962 1.848
5.092 4.997 1.898
5.086 5.015 1.920
5.073 5.052 1.937
5.058 5.089 1.945
5.051 5.107 1.945
5.036 5.144 1.945
5.022 5.182 1.945
5.014 5.200 1.945
5.000 5.237 1.945
4.985 5.275 1.945
4.978 5.293 1.945
4.963 5.331 1.945
4.949 5.368 1.945
4.941 5.386 1.945
4.927 5.424 1.945
4.912 5.461 1.945
4.905 5.480 1.945
4.890 5.517 1.945
4.876 5.554 1.945
4.868 5.573 1.945
4.854 5.610 1.945
4.839 5.647 1.945
4.832 5.666 1.945
4.817 5.703 1.945
4.803 5.740 1.945
4.795 5.759 1.945
4.781 5.796 1.945
4.766 5.833 1.945
4.759 5.852 1.945
4.744 5.889 1.945
4.730 5.926 1.945
4.722 5.945 1.945
4.708 5.982 1.945
4.700 6.001 1.945
4.686 6.038 1.945
4.671 6.075 1.945
4.664 6.094 1.945
4.649 6.131 1.945
4.635 6.168 1.945
4.627 6.187 1.945
4.613 6.224 1.945
4.598 6.262 1.945
4.591 6.280 1.945
4.576 6.317 1.945
4.562 6.355 1.945
4.554 6.373 1.945
4.540 6.410 1.945
4.525 6.448 1.945
4.518 6.466 1.945
4.503 6.504 1.945
4.489 6.541 1.945
4.481 6.559 1.945
4.467 6.597 1.945
4.452 6.634 1.945
4.445 6.653 1.945
4.430 6.690 1.945
4.416 6.727 1.945
4.408 6.746 1.945
4.394 6.783 1.945
4.379 6.820 1.945
4.372 6.839 1.945
4.357 6.876 1.945
4.343 6.913 1.945
4.335 6.932 1.945
4.321 6.969 1.945
4.306 7.006 1.945
4.299 7.025 1.945
4.284 7.062 1.945
4.270 7.099 1.945
4.262 7.118 1.945
4.248 7.155 1.945
4.233 7.192 1.945
4.226 7.211 1.945
4.211 7.248 1.945
4.197 7.286 1.945
4.189 7.304 1.945
4.175 7.341 1.945
4.160 7.379 1.945
4.153 7.397 1.945
4.138 7.435 1.945
4.124 7.472 1.945
4.116 7.490 1.945
4.102 7.528 1.945
4.087 7.565 1.945
4.080 7.583 1.945
4.065 7.621 1.945
4.051 7.658 1.945
4.043 7.677 1.945
4.029 7.714 1.945
4.014 7.751 1.945
4.007 7.770 1.945
3.992 7.807 1.945
3.978 7.844 1.945
3.970 7.863 1.945
3.956 7.900 1.945
3.941 7.937 1.945
3.934 7.956 1.945
3.919 7.993 1.945
3.905 8.030 1.945
3.897 8.049 1.945
3.883 8.086 1.945
3.868 8.123 1.945
3.861 8.142 1.945
3.846 8.179 1.945
3.832 8.217 1.945
3.824 8.235 1.945
3.810 8.272 1.945
3.795 8.310 1.945
3.788 8.328 1.945
3.773 8.365 1.945
3.758 8.403 1.945
3.751 8.421 1.945
3.737 8.459 1.945
3.722 8.496 1.945
3.715 8.514 1.945
3.700 8.552 1.945
3.685 8.589 1.945
3.678 8.608 1.945
3.664 8.645 1.945
3.649 8.682 1.945
3.642 8.701 1.945
3.627 8.738 1.945
3.612 8.775 1.945
3.605 8.794 1.945
3.591 8.831 1.945
3.682 9.172 1.945
3.736 9.326 1.945
3.791 9.737 1.945
3.960 10.691 1.945
4.029 10.901 1.945
4.113 11.120 1.945
4.394 11.845 1.881
4.534 12.167 1.811
4.546 12.233 1.741
4.566 12.330 1.671
4.903 13.142 1.532
5.108 13.736 1.462
5.125 13.812 1.462
5.127 13.832 1.462
5.131 13.872 1.462
5.134 13.892 1.462
5.136 13.911 1.462
5.138 13.931 1.462
5.142 13.971 1.462
5.144 13.991 1.462
5.147 14.011 1.462
5.149 14.031 1.462
5.153 14.071 1.462
5.155 14.090 1.462
5.157 14.110 1.462
5.160 14.130 1.462
5.164 14.168 1.459
5.166 14.185 1.457
5.168 14.201 1.455
5.169 14.217 1.454
5.173 14.245 1.450
5.174 14.260 1.448
5.176 14.273 1.447
5.178 14.285 1.445
5.181 14.309 1.441
5.182 14.320 1.439
5.183 14.330 1.437
5.185 14.341 1.435
5.188 14.360 1.431
5.189 14.369 1.429
5.190 14.378 1.427
